mode,query_id,recommended,relevant,candidate_union_size,disease,strict,symptom,bm25,dense,prior,precision@5,recall@5,hit@5,ndcg@5,precision@10,recall@10,hit@10,ndcg@10,precision@20,recall@20,hit@20,ndcg@20,mrr,stage_hit_disease,stage_hit_strict,stage_hit_symptom,stage_hit_bm25,stage_hit_dense,stage_hit_prior,stage_hit_union
label_idf_only,eval_0011,septra | cephalexin | septra ds | doxycycline | doxy 100 | clindamycin | vibramycin | minocycline | keflex | sulfamethoxazole / trimethoprim | bactrim ds | bactrim | smz-tmp ds | cerave sa renewing | meted | vestura | veltin | vanoxide-hc | chaparral | magnesium hydroxide,doxycycline | clindamycin | sulfamethoxazole / trimethoprim,420,273,273,420,0,0,0,0.2,0.3333333333333333,1.0,0.2192560461704936,0.3,1.0,1.0,0.49870795614091906,0.15,1.0,1.0,0.49870795614091906,0.25,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0006,prednisolone | hydrocortisone | triamcinolone | calcium carbonate | ciprofloxacin | dexamethasone | prednisone | c1 esterase inhibitor (human) | locoid lipocream | capecitabine | lidex | levonorgestrel | levoleucovorin | kenalog-40 | busulfan | trace elements | lanadelumab | lotemax | kenalog | kalbitor,ciprofloxacin,1000,80,80,1000,0,0,0,0.2,1.0,1.0,0.38685280723454163,0.1,1.0,1.0,0.38685280723454163,0.05,1.0,1.0,0.38685280723454163,0.2,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0009,ery-tab | vantin | cefprozil | ceftibuten | ceftin | ceftriaxone | cefuroxime | cefzil | umeclidinium | umeclidinium / vilanterol | uniphyl | maxair | maxair autohaler | medrol | cefixime | medrol dosepak | ciclesonide | ventolin | ventolin hfa | cilastatin / imipenem,prednisone,1000,221,221,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0016,ery pads | magnesium hydroxide | meted | vibramycin | vestura | veltin | vanoxide-hc | chaparral | cerave sa renewing | clindets | cephalexin | loryna | carboplatin | twyneo | loestrin fe 1 / 20 | loestrin 24 fe | claravis | clarifoam ef | clascoterone | cleanse & treat,isotretinoin | accutane | adapalene / benzoyl peroxide,726,273,273,726,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0019,naprosyn | ibuprofen | triamcinolone | naproxen | flanax pain reliever | doxycycline | aleve | doxy 100 | cephalexin | septra ds | lidocaine | levofloxacin | levaquin | moxifloxacin | smz-tmp ds | oxybutynin | ciprofloxacin | cipro | sulfamethoxazole / trimethoprim | bactrim ds,naproxen | triamcinolone,273,273,273,273,0,0,0,0.4,1.0,1.0,0.5706417189553201,0.2,1.0,1.0,0.5706417189553201,0.1,1.0,1.0,0.5706417189553201,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0010,pramosone | ustekinumab | mebendazole | medotar | chlorpromazine | vectical | methotrexate | methoxsalen | methylprednisolone | mg217 medicated tar | clobetasol | clobex | clocortolone | cloderm | coal tar | coal tar / salicylic acid / sulfur | coal tar/salicylic acid | coal tar/salicylic acid/sulfur | wynzora | chloramphenicol,prednisone | enbrel,882,164,164,882,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0002,erythromycin | cilastatin / imipenem | cefprozil | ceftin | ceftriaxone | cefuroxime | cefzil | vantin | ciprofloxacin | cefixime | clarithromycin | moxifloxacin | zithromax | omnicef | doxycycline | prednisone | cefpodoxime | dexamethasone | cefdinir | avelox,prednisone,734,221,221,734,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.24465054211822604,0.0625,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0017,ampicillin | ceftin | decadron | sulfamethoxazole / trimethoprim | flunisolide | bactrim ds | fluticasone | zithromax | bactrim | cefuroxime | azithromycin dose pack | azithromycin | cefzil | moxifloxacin | montelukast | avelox | mometasone | vantin | augmentin xr | amoxicillin,prednisone | methylprednisolone,1000,681,681,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0020,esgic | nortriptyline | diclofenac | dihydroergotamine | divalproex sodium | dolgic plus | dong quai | elavil | eletriptan | elyxyb | epidrin | ergomar | ergotamine | prednisone | pregabalin | prinivil | prodrin | propranolol | qudexy xr | reglan,propranolol,1000,179,179,947,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.23540891336663824,0.05555555555555555,1.0,1.0,0.0,0.0,0.0,0.0,1.0
label_idf_only,eval_0021,prasugrel | nitro td patch-a | dalteparin | nadolol | corgard | coreg cr | coreg | minitran | warfarin | clopidogrel | metoprolol tartrate | metoprolol | verelan pm | verelan | verapamil | vazalore | lovenox | carvedilol | lopressor | lisinopril,metoprolol,1000,90,90,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.27023815442731974,0.08333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
